# Date Transact. No. Buyer Seller Qty. Rate Amount
510 2024/03/13 2024031301014213 42 49 10 1,664.00 16,640.00
511 2024/03/13 2024031301014718 4 53 10 1,663.00 16,630.00
512 2024/03/13 2024031301014699 21 6 10 1,664.90 16,649.00
513 2024/03/13 2024031301014692 54 6 40 1,664.90 66,596.00
514 2024/03/13 2024031301014681 36 36 10 1,663.00 16,630.00
515 2024/03/13 2024031301014670 38 6 12 1,664.90 19,978.80
516 2024/03/13 2024031301014649 58 34 35 1,664.00 58,240.00
517 2024/03/13 2024031301014901 77 56 10 1,664.00 16,640.00
518 2024/03/13 2024031301014850 32 42 10 1,664.00 16,640.00
519 2024/03/13 2024031301014827 36 25 3 1,665.00 4,995.00
520 2024/03/13 2024031301014826 16 25 10 1,665.00 16,650.00
521 2024/03/13 2024031301014751 57 34 26 1,664.90 43,287.40
522 2024/03/13 2024031301014725 35 34 10 1,664.90 16,649.00
523 2024/03/13 2024031301015356 3 56 11 1,662.00 18,282.00
524 2024/03/13 2024031301015342 58 56 10 1,662.00 16,620.00
525 2024/03/13 2024031301015290 58 56 60 1,662.00 99,720.00
526 2024/03/13 2024031301015245 25 53 100 1,662.00 166,200.00
527 2024/03/13 2024031301015162 14 53 10 1,662.00 16,620.00
528 2024/03/13 2024031301014902 56 56 10 1,664.00 16,640.00
529 2024/03/13 2024031301015676 57 42 108 1,664.90 179,809.20
530 2024/03/13 2024031301015472 66 35 20 1,664.00 33,280.00
531 2024/03/13 2024031301015455 66 35 78 1,664.00 129,792.00
532 2024/03/13 2024031301015454 66 56 22 1,664.00 36,608.00
533 2024/03/13 2024031301015437 66 39 30 1,663.90 49,917.00
534 2024/03/13 2024031301015401 32 39 10 1,663.90 16,639.00
535 2024/03/13 2024031301015848 34 53 55 1,663.00 91,465.00
536 2024/03/13 2024031301015800 49 56 10 1,664.00 16,640.00
537 2024/03/13 2024031301015749 34 53 150 1,663.00 249,450.00
538 2024/03/13 2024031301015748 41 53 50 1,663.00 83,150.00
539 2024/03/13 2024031301015747 66 53 50 1,663.10 83,155.00
540 2024/03/13 2024031301015746 4 53 50 1,663.50 83,175.00
541 2024/03/13 2024031301016074 48 14 66 1,663.00 109,758.00
542 2024/03/13 2024031301016007 48 21 50 1,663.00 83,150.00
543 2024/03/13 2024031301015955 34 17 25 1,665.00 41,625.00
544 2024/03/13 2024031301015954 34 49 102 1,665.00 169,830.00
545 2024/03/13 2024031301015949 42 49 50 1,665.00 83,250.00
546 2024/03/13 2024031301015900 41 49 40 1,665.00 66,600.00
547 2024/03/13 2024031301016215 20 17 50 1,665.00 83,250.00
548 2024/03/13 2024031301016208 48 5 50 1,663.00 83,150.00
549 2024/03/13 2024031301016197 55 17 20 1,665.00 33,300.00
550 2024/03/13 2024031301016156 42 17 27 1,665.00 44,955.00
551 2024/03/13 2024031301016079 42 58 4 1,664.00 6,656.00
552 2024/03/13 2024031301016078 42 41 16 1,664.00 26,624.00
553 2024/03/13 2024031301016493 17 54 50 1,665.00 83,250.00
554 2024/03/13 2024031301016492 17 21 10 1,665.00 16,650.00
555 2024/03/13 2024031301016491 17 32 10 1,665.00 16,650.00
556 2024/03/13 2024031301016490 17 17 58 1,665.00 96,570.00
557 2024/03/13 2024031301016311 42 17 10 1,665.00 16,650.00
558 2024/03/13 2024031301016307 41 17 10 1,665.00 16,650.00
559 2024/03/13 2024031301016721 17 55 10 1,667.00 16,670.00
560 2024/03/13 2024031301016673 17 44 10 1,665.00 16,650.00
561 2024/03/13 2024031301016637 17 16 11 1,665.00 18,315.00
562 2024/03/13 2024031301016497 17 26 27 1,665.00 44,955.00
563 2024/03/13 2024031301016495 17 3 30 1,665.00 49,950.00
564 2024/03/13 2024031301016494 17 36 20 1,665.00 33,300.00
565 2024/03/13 2024031301016877 17 82 145 1,665.00 241,425.00
566 2024/03/13 2024031301016876 17 82 55 1,665.00 91,575.00
567 2024/03/13 2024031301016855 58 33 20 1,666.00 33,320.00
568 2024/03/13 2024031301016811 17 50 19 1,665.00 31,635.00
569 2024/03/13 2024031301016810 48 50 10 1,667.00 16,670.00
570 2024/03/13 2024031301016735 32 55 10 1,667.00 16,670.00
571 2024/03/13 2024031301016994 19 53 52 1,668.00 86,736.00
572 2024/03/13 2024031301016993 19 6 10 1,667.90 16,679.00
573 2024/03/13 2024031301016911 49 53 4 1,665.00 6,660.00
574 2024/03/13 2024031301016910 49 53 24 1,665.00 39,960.00
575 2024/03/13 2024031301016909 58 53 17 1,665.00 28,305.00
576 2024/03/13 2024031301016908 17 53 55 1,665.00 91,575.00
577 2024/03/13 2024031301017102 38 6 10 1,667.90 16,679.00
578 2024/03/13 2024031301017040 45 44 40 1,665.10 66,604.00
579 2024/03/13 2024031301017039 58 44 10 1,666.00 16,660.00
580 2024/03/13 2024031301017013 28 22 50 1,665.00 83,250.00
581 2024/03/13 2024031301017008 49 35 15 1,665.00 24,975.00
582 2024/03/13 2024031301017003 34 53 21 1,668.00 35,028.00
583 2024/03/13 2024031301017437 45 10 10 1,665.20 16,652.00
584 2024/03/13 2024031301017423 51 6 7 1,631.80 11,422.60
585 2024/03/13 2024031301017329 45 58 190 1,665.10 316,369.00
586 2024/03/13 2024031301017197 45 11 20 1,665.10 33,302.00
587 2024/03/13 2024031301017143 45 32 50 1,665.10 83,255.00
588 2024/03/13 2024031301017103 38 88 10 1,667.90 16,679.00
589 2024/03/13 2024031301017574 6 53 20 1,664.00 33,280.00
590 2024/03/13 2024031301017560 36 36 30 1,665.00 49,950.00
591 2024/03/13 2024031301017558 36 22 30 1,665.00 49,950.00
592 2024/03/13 2024031301017557 55 22 20 1,665.00 33,300.00
593 2024/03/13 2024031301017502 44 56 7 1,665.00 11,655.00
594 2024/03/13 2024031301017501 44 47 11 1,665.00 18,315.00
595 2024/03/13 2024031301017580 48 53 20 1,662.00 33,240.00
596 2024/03/13 2024031301017579 16 53 30 1,662.00 49,860.00
597 2024/03/13 2024031301017578 45 53 10 1,662.00 16,620.00
598 2024/03/13 2024031301017577 11 53 20 1,662.00 33,240.00
599 2024/03/13 2024031301017576 34 53 30 1,663.00 49,890.00
600 2024/03/13 2024031301017575 14 53 16 1,663.00 26,608.00
601 2024/03/13 2024031301014181 42 49 73 1,660.00 121,180.00
602 2024/03/13 2024031301014152 38 44 25 1,663.00 41,575.00
603 2024/03/13 2024031301014105 34 53 100 1,663.00 166,300.00
604 2024/03/13 2024031301014057 58 49 10 1,664.00 16,640.00
605 2024/03/13 2024031301014041 46 3 30 1,663.00 49,890.00
606 2024/03/13 2024031301013989 16 53 100 1,663.00 166,300.00
607 2024/03/13 2024031301010699 57 53 50 1,650.00 82,500.00
608 2024/03/13 2024031301010698 42 53 20 1,650.00 33,000.00
609 2024/03/13 2024031301010697 59 53 24 1,652.00 39,648.00
610 2024/03/13 2024031301010674 11 53 30 1,650.00 49,500.00
611 2024/03/13 2024031301010973 50 53 30 1,650.00 49,500.00
612 2024/03/13 2024031301010972 86 53 50 1,650.00 82,500.00
613 2024/03/13 2024031301010971 42 53 45 1,650.00 74,250.00
614 2024/03/13 2024031301010970 37 53 20 1,650.10 33,002.00
615 2024/03/13 2024031301010969 50 53 50 1,651.10 82,555.00
616 2024/03/13 2024031301010968 5 53 10 1,652.00 16,520.00
617 2024/03/13 2024031301010979 52 53 20 1,650.00 33,000.00
618 2024/03/13 2024031301010978 29 53 11 1,650.00 18,150.00
619 2024/03/13 2024031301010977 57 53 30 1,650.00 49,500.00
620 2024/03/13 2024031301010976 58 53 20 1,650.00 33,000.00
621 2024/03/13 2024031301010975 89 53 10 1,650.00 16,500.00
622 2024/03/13 2024031301010974 28 53 10 1,650.00 16,500.00
623 2024/03/13 2024031301011024 54 53 48 1,650.00 79,200.00
624 2024/03/13 2024031301011023 25 53 30 1,650.00 49,500.00
625 2024/03/13 2024031301011017 25 53 40 1,650.00 66,000.00
626 2024/03/13 2024031301011016 49 53 10 1,650.00 16,500.00
627 2024/03/13 2024031301011015 45 53 120 1,650.00 198,000.00
628 2024/03/13 2024031301011014 52 53 30 1,650.00 49,500.00
629 2024/03/13 2024031301011152 22 53 17 1,650.00 28,050.00
630 2024/03/13 2024031301011151 58 53 33 1,650.00 54,450.00
631 2024/03/13 2024031301011138 58 53 100 1,650.00 165,000.00
632 2024/03/13 2024031301011056 58 16 45 1,650.00 74,250.00
633 2024/03/13 2024031301011043 58 53 100 1,650.00 165,000.00
634 2024/03/13 2024031301011025 58 53 22 1,650.00 36,300.00
635 2024/03/13 2024031301011398 58 41 80 1,652.00 132,160.00
636 2024/03/13 2024031301011304 22 49 1 1,650.00 1,650.00
637 2024/03/13 2024031301011303 22 7 13 1,650.00 21,450.00
638 2024/03/13 2024031301011219 49 41 25 1,652.00 41,300.00
639 2024/03/13 2024031301011211 22 47 14 1,650.00 23,100.00
640 2024/03/13 2024031301011186 50 32 45 1,660.00 74,700.00
641 2024/03/13 2024031301011796 5 35 20 1,657.00 33,140.00
642 2024/03/13 2024031301011592 44 55 40 1,652.00 66,080.00
643 2024/03/13 2024031301011558 10 41 10 1,652.00 16,520.00
644 2024/03/13 2024031301011465 43 41 15 1,652.00 24,780.00
645 2024/03/13 2024031301011435 39 41 10 1,652.00 16,520.00
646 2024/03/13 2024031301011434 50 41 30 1,652.00 49,560.00
647 2024/03/13 2024031301011802 5 26 10 1,660.00 16,600.00
648 2024/03/13 2024031301011801 5 22 50 1,660.00 83,000.00
649 2024/03/13 2024031301011800 5 17 30 1,660.00 49,800.00
650 2024/03/13 2024031301011799 5 25 40 1,659.00 66,360.00
651 2024/03/13 2024031301011798 5 11 40 1,659.00 66,360.00
652 2024/03/13 2024031301011797 5 45 45 1,658.00 74,610.00
653 2024/03/13 2024031301012268 21 56 10 1,654.00 16,540.00
654 2024/03/13 2024031301011987 7 34 20 1,650.00 33,000.00
655 2024/03/13 2024031301011964 42 53 20 1,660.00 33,200.00
656 2024/03/13 2024031301011862 7 53 30 1,660.00 49,800.00
657 2024/03/13 2024031301011861 5 53 39 1,660.00 64,740.00
658 2024/03/13 2024031301011803 5 4 26 1,660.00 43,160.00
659 2024/03/13 2024031301012638 35 54 20 1,655.00 33,100.00
660 2024/03/13 2024031301012606 49 34 10 1,651.00 16,510.00
661 2024/03/13 2024031301012545 42 54 10 1,655.00 16,550.00
662 2024/03/13 2024031301012510 58 54 20 1,655.00 33,100.00
663 2024/03/13 2024031301012454 58 5 17 1,659.00 28,203.00
664 2024/03/13 2024031301012312 41 88 10 1,659.00 16,590.00
665 2024/03/13 2024031301012937 57 57 125 1,655.00 206,875.00
666 2024/03/13 2024031301012936 57 34 37 1,655.00 61,235.00
667 2024/03/13 2024031301012820 41 54 95 1,655.00 157,225.00
668 2024/03/13 2024031301012704 58 54 15 1,655.00 24,825.00
669 2024/03/13 2024031301012679 34 54 40 1,655.00 66,200.00
670 2024/03/13 2024031301012639 58 52 10 1,651.00 16,510.00
671 2024/03/13 2024031301013366 58 5 13 1,657.00 21,541.00
672 2024/03/13 2024031301013325 51 5 20 1,657.00 33,140.00
673 2024/03/13 2024031301013096 43 58 10 1,655.00 16,550.00
674 2024/03/13 2024031301013024 50 58 50 1,655.00 82,750.00
675 2024/03/13 2024031301012994 57 41 63 1,655.00 104,265.00
676 2024/03/13 2024031301012940 38 42 200 1,655.00 331,000.00
677 2024/03/13 2024031301013573 57 53 100 1,655.00 165,500.00
678 2024/03/13 2024031301013516 34 53 40 1,651.00 66,040.00
679 2024/03/13 2024031301013515 39 53 100 1,651.00 165,100.00
680 2024/03/13 2024031301013514 57 53 50 1,651.00 82,550.00
681 2024/03/13 2024031301013513 38 53 10 1,655.00 16,550.00
682 2024/03/13 2024031301013479 58 50 17 1,657.00 28,169.00
683 2024/03/13 2024031301013623 58 50 30 1,656.90 49,707.00
684 2024/03/13 2024031301013621 34 53 100 1,651.00 165,100.00
685 2024/03/13 2024031301013611 34 53 28 1,651.00 46,228.00
686 2024/03/13 2024031301013610 57 53 72 1,655.00 119,160.00
687 2024/03/13 2024031301013592 57 52 15 1,655.00 24,825.00
688 2024/03/13 2024031301013584 57 45 13 1,655.00 21,515.00
689 2024/03/13 2024031301013939 57 58 72 1,660.00 119,520.00
690 2024/03/13 2024031301013938 57 53 11 1,660.00 18,260.00
691 2024/03/13 2024031301013937 57 13 10 1,659.00 16,590.00
692 2024/03/13 2024031301013936 57 49 45 1,659.00 74,655.00
693 2024/03/13 2024031301013831 57 14 98 1,658.00 162,484.00
694 2024/03/13 2024031301013808 58 14 12 1,658.00 19,896.00
695 2024/03/13 2024031301013945 57 22 100 1,661.00 166,100.00
696 2024/03/13 2024031301013944 57 53 100 1,661.00 166,100.00
697 2024/03/13 2024031301013943 57 21 10 1,660.00 16,600.00
698 2024/03/13 2024031301013942 57 4 10 1,660.00 16,600.00
699 2024/03/13 2024031301013941 57 58 73 1,660.00 121,180.00
700 2024/03/13 2024031301013940 57 58 10 1,660.00 16,600.00
701 2024/03/13 2024031301010673 13 53 10 1,650.00 16,500.00
702 2024/03/13 2024031301010672 48 53 50 1,650.00 82,500.00
703 2024/03/13 2024031301010671 48 53 10 1,650.00 16,500.00
704 2024/03/13 2024031301010649 57 53 62 1,650.00 102,300.00
705 2024/03/13 2024031301010648 37 53 20 1,650.10 33,002.00
706 2024/03/13 2024031301010647 6 53 18 1,650.10 29,701.80
707 2024/03/13 2024031301008560 48 6 50 1,650.00 82,500.00
708 2024/03/13 2024031301008559 4 6 18 1,650.00 29,700.00
709 2024/03/13 2024031301008526 4 54 200 1,650.00 330,000.00
710 2024/03/13 2024031301008506 4 53 100 1,650.00 165,000.00
711 2024/03/13 2024031301008775 58 41 10 1,652.00 16,520.00
712 2024/03/13 2024031301008765 38 22 23 1,650.50 37,961.50
713 2024/03/13 2024031301008691 57 52 29 1,650.10 47,852.90
714 2024/03/13 2024031301008690 35 52 21 1,650.10 34,652.10
715 2024/03/13 2024031301008619 37 56 10 1,650.10 16,501.00
716 2024/03/13 2024031301008561 57 6 32 1,650.00 52,800.00
717 2024/03/13 2024031301008891 57 45 65 1,650.10 107,256.50
718 2024/03/13 2024031301008890 38 45 40 1,652.00 66,080.00
719 2024/03/13 2024031301008880 37 34 10 1,655.00 16,550.00
720 2024/03/13 2024031301008875 38 16 10 1,652.00 16,520.00
721 2024/03/13 2024031301008822 13 19 10 1,652.00 16,520.00
722 2024/03/13 2024031301008777 38 41 30 1,652.00 49,560.00
723 2024/03/13 2024031301009083 34 58 30 1,659.00 49,770.00
724 2024/03/13 2024031301009082 34 26 20 1,658.90 33,178.00
725 2024/03/13 2024031301009045 57 34 10 1,655.00 16,550.00
726 2024/03/13 2024031301009032 57 64 10 1,655.00 16,550.00
727 2024/03/13 2024031301008995 57 16 10 1,655.00 16,550.00
728 2024/03/13 2024031301008915 57 26 20 1,655.00 33,100.00
729 2024/03/13 2024031301009251 3 64 53 1,655.00 87,715.00
730 2024/03/13 2024031301009222 4 64 197 1,655.00 326,035.00
731 2024/03/13 2024031301009207 4 10 43 1,655.00 71,165.00
732 2024/03/13 2024031301009166 4 38 10 1,655.00 16,550.00
733 2024/03/13 2024031301009108 62 16 10 1,655.00 16,550.00
734 2024/03/13 2024031301009107 3 16 20 1,658.90 33,178.00
735 2024/03/13 2024031301009677 59 22 100 1,660.00 166,000.00
736 2024/03/13 2024031301009448 37 16 10 1,655.00 16,550.00
737 2024/03/13 2024031301009431 35 22 50 1,660.00 83,000.00
738 2024/03/13 2024031301009406 14 58 100 1,655.10 165,510.00
739 2024/03/13 2024031301009375 36 5 50 1,655.00 82,750.00
740 2024/03/13 2024031301009374 38 5 23 1,656.00 38,088.00
741 2024/03/13 2024031301009704 36 53 100 1,655.00 165,500.00
742 2024/03/13 2024031301009703 16 53 10 1,655.00 16,550.00
743 2024/03/13 2024031301009702 44 53 30 1,655.00 49,650.00
744 2024/03/13 2024031301009701 14 53 50 1,656.00 82,800.00
745 2024/03/13 2024031301009700 68 53 30 1,656.00 49,680.00
746 2024/03/13 2024031301009678 59 45 100 1,660.00 166,000.00
747 2024/03/13 2024031301009803 21 53 20 1,655.00 33,100.00
748 2024/03/13 2024031301009802 1 53 10 1,656.00 16,560.00
749 2024/03/13 2024031301009789 3 58 10 1,660.00 16,600.00
750 2024/03/13 2024031301009788 3 36 35 1,660.00 58,100.00
751 2024/03/13 2024031301009767 11 36 15 1,660.00 24,900.00
752 2024/03/13 2024031301009705 21 53 80 1,655.00 132,400.00
753 2024/03/13 2024031301009845 13 53 40 1,654.00 66,160.00
754 2024/03/13 2024031301009844 78 53 10 1,654.00 16,540.00
755 2024/03/13 2024031301009829 3 52 10 1,660.00 16,600.00
756 2024/03/13 2024031301009828 3 58 10 1,660.00 16,600.00
757 2024/03/13 2024031301009805 78 53 50 1,654.00 82,700.00
758 2024/03/13 2024031301009804 37 53 20 1,655.00 33,100.00
759 2024/03/13 2024031301009961 5 53 100 1,662.00 166,200.00
760 2024/03/13 2024031301009937 5 7 100 1,662.00 166,200.00
761 2024/03/13 2024031301009925 5 42 17 1,662.00 28,254.00
762 2024/03/13 2024031301009924 5 10 82 1,662.00 136,284.00
763 2024/03/13 2024031301009847 45 53 20 1,652.10 33,042.00
764 2024/03/13 2024031301009846 11 53 30 1,654.00 49,620.00
765 2024/03/13 2024031301010001 59 32 20 1,665.00 33,300.00
766 2024/03/13 2024031301010000 59 42 10 1,665.00 16,650.00
767 2024/03/13 2024031301009999 59 21 91 1,665.00 151,515.00
768 2024/03/13 2024031301009998 59 53 100 1,665.00 166,500.00
769 2024/03/13 2024031301009997 59 53 100 1,664.00 166,400.00
770 2024/03/13 2024031301009996 59 7 100 1,664.00 166,400.00
771 2024/03/13 2024031301010076 43 6 15 1,666.00 24,990.00
772 2024/03/13 2024031301010075 43 47 10 1,665.00 16,650.00
773 2024/03/13 2024031301010005 59 38 40 1,665.00 66,600.00
774 2024/03/13 2024031301010004 59 34 10 1,665.00 16,650.00
775 2024/03/13 2024031301010003 59 32 10 1,665.00 16,650.00
776 2024/03/13 2024031301010002 59 49 10 1,665.00 16,650.00
777 2024/03/13 2024031301010258 36 53 50 1,653.00 82,650.00
778 2024/03/13 2024031301010257 45 53 12 1,653.50 19,842.00
779 2024/03/13 2024031301010255 46 16 10 1,660.00 16,600.00
780 2024/03/13 2024031301010254 58 16 10 1,660.00 16,600.00
781 2024/03/13 2024031301010204 42 6 16 1,666.00 26,656.00
782 2024/03/13 2024031301010167 57 6 20 1,666.00 33,320.00
783 2024/03/13 2024031301010437 58 45 21 1,662.00 34,902.00
784 2024/03/13 2024031301010422 58 45 34 1,662.00 56,508.00
785 2024/03/13 2024031301010271 39 53 18 1,651.10 29,719.80
786 2024/03/13 2024031301010270 37 53 20 1,651.30 33,026.00
787 2024/03/13 2024031301010269 45 53 62 1,652.00 102,424.00
788 2024/03/13 2024031301010259 45 53 38 1,652.00 62,776.00
789 2024/03/13 2024031301010577 36 6 100 1,651.00 165,100.00
790 2024/03/13 2024031301010576 65 6 100 1,651.20 165,120.00
791 2024/03/13 2024031301010575 42 6 30 1,651.50 49,545.00
792 2024/03/13 2024031301010574 75 6 150 1,652.00 247,800.00
793 2024/03/13 2024031301010550 75 53 100 1,652.00 165,200.00
794 2024/03/13 2024031301010534 39 53 92 1,652.00 151,984.00
795 2024/03/13 2024031301010630 6 53 162 1,650.10 267,316.20
796 2024/03/13 2024031301010629 58 53 10 1,650.50 16,505.00
797 2024/03/13 2024031301010628 58 53 36 1,653.00 59,508.00
798 2024/03/13 2024031301010586 58 38 16 1,652.00 26,432.00
799 2024/03/13 2024031301010579 6 6 20 1,650.10 33,002.00
800 2024/03/13 2024031301010578 45 6 100 1,651.00 165,100.00
801 2024/03/13 2024031301008498 4 57 200 1,650.00 330,000.00
802 2024/03/13 2024031301008492 4 53 100 1,650.00 165,000.00
803 2024/03/13 2024031301008473 4 53 100 1,650.00 165,000.00
804 2024/03/13 2024031301008448 4 53 90 1,650.00 148,500.00
805 2024/03/13 2024031301008447 45 53 10 1,650.20 16,502.00
806 2024/03/13 2024031301008432 45 53 70 1,650.20 115,514.00
807 2024/03/13 2024031301006711 20 53 90 1,665.00 149,850.00
808 2024/03/13 2024031301006710 32 53 10 1,665.00 16,650.00
809 2024/03/13 2024031301006691 28 25 20 1,670.00 33,400.00
810 2024/03/13 2024031301006690 57 25 10 1,670.00 16,700.00
811 2024/03/13 2024031301006852 20 53 110 1,665.00 183,150.00
812 2024/03/13 2024031301006851 4 53 80 1,666.00 133,280.00
813 2024/03/13 2024031301006828 4 56 20 1,666.00 33,320.00
814 2024/03/13 2024031301006827 38 56 30 1,668.00 50,040.00
815 2024/03/13 2024031301006733 38 58 20 1,668.00 33,360.00
816 2024/03/13 2024031301006712 57 54 34 1,670.00 56,780.00
817 2024/03/13 2024031301006916 13 29 10 1,662.00 16,620.00
818 2024/03/13 2024031301006888 13 40 50 1,662.00 83,100.00
819 2024/03/13 2024031301006856 45 53 200 1,662.00 332,400.00
820 2024/03/13 2024031301006855 59 53 10 1,663.00 16,630.00
821 2024/03/13 2024031301006854 52 53 50 1,663.00 83,150.00
822 2024/03/13 2024031301006853 44 53 50 1,665.00 83,250.00
823 2024/03/13 2024031301006950 58 88 10 1,660.00 16,600.00
824 2024/03/13 2024031301006949 48 88 10 1,660.00 16,600.00
825 2024/03/13 2024031301006940 26 53 10 1,660.00 16,600.00
826 2024/03/13 2024031301006939 20 53 89 1,661.00 147,829.00
827 2024/03/13 2024031301006933 20 55 61 1,661.00 101,321.00
828 2024/03/13 2024031301006932 20 53 100 1,661.00 166,100.00
829 2024/03/13 2024031301006956 20 88 300 1,660.00 498,000.00
830 2024/03/13 2024031301006955 32 88 10 1,660.00 16,600.00
831 2024/03/13 2024031301006954 22 88 30 1,660.00 49,800.00
832 2024/03/13 2024031301006953 48 88 15 1,660.00 24,900.00
833 2024/03/13 2024031301006952 58 88 75 1,660.00 124,500.00
834 2024/03/13 2024031301006951 62 88 50 1,660.00 83,000.00
835 2024/03/13 2024031301007005 44 53 120 1,655.00 198,600.00
836 2024/03/13 2024031301007004 58 53 20 1,655.10 33,102.00
837 2024/03/13 2024031301007003 32 53 30 1,656.00 49,680.00
838 2024/03/13 2024031301007002 32 53 10 1,656.00 16,560.00
839 2024/03/13 2024031301006958 54 88 30 1,660.00 49,800.00
840 2024/03/13 2024031301006957 67 88 100 1,660.00 166,000.00
841 2024/03/13 2024031301007248 35 38 40 1,651.00 66,040.00
842 2024/03/13 2024031301007183 7 54 45 1,655.00 74,475.00
843 2024/03/13 2024031301007075 20 38 40 1,655.00 66,200.00
844 2024/03/13 2024031301007008 20 53 160 1,655.00 264,800.00
845 2024/03/13 2024031301007007 45 53 50 1,655.00 82,750.00
846 2024/03/13 2024031301007006 41 53 10 1,655.00 16,550.00
847 2024/03/13 2024031301007301 22 53 50 1,650.00 82,500.00
848 2024/03/13 2024031301007300 58 53 10 1,650.00 16,500.00
849 2024/03/13 2024031301007299 38 53 50 1,650.10 82,505.00
850 2024/03/13 2024031301007298 33 53 34 1,650.80 56,127.20
851 2024/03/13 2024031301007297 74 53 100 1,650.90 165,090.00
852 2024/03/13 2024031301007293 35 38 60 1,651.00 99,060.00
853 2024/03/13 2024031301007362 38 53 18 1,650.00 29,700.00
854 2024/03/13 2024031301007346 38 53 100 1,650.00 165,000.00
855 2024/03/13 2024031301007333 38 53 50 1,650.00 82,500.00
856 2024/03/13 2024031301007332 13 53 50 1,651.00 82,550.00
857 2024/03/13 2024031301007303 22 53 47 1,650.00 77,550.00
858 2024/03/13 2024031301007302 48 53 10 1,650.00 16,500.00
859 2024/03/13 2024031301007433 29 53 108 1,650.00 178,200.00
860 2024/03/13 2024031301007432 20 53 92 1,650.00 151,800.00
861 2024/03/13 2024031301007412 20 42 16 1,650.00 26,400.00
862 2024/03/13 2024031301007384 20 80 10 1,650.00 16,500.00
863 2024/03/13 2024031301007378 20 53 100 1,650.00 165,000.00
864 2024/03/13 2024031301007363 20 53 82 1,650.00 135,300.00
865 2024/03/13 2024031301007487 3 58 10 1,650.00 16,500.00
866 2024/03/13 2024031301007486 35 58 100 1,650.00 165,000.00
867 2024/03/13 2024031301007466 35 53 100 1,650.00 165,000.00
868 2024/03/13 2024031301007460 29 42 253 1,650.00 417,450.00
869 2024/03/13 2024031301007451 29 38 39 1,650.00 64,350.00
870 2024/03/13 2024031301007447 29 53 100 1,650.00 165,000.00
871 2024/03/13 2024031301007622 58 35 10 1,649.00 16,490.00
872 2024/03/13 2024031301007568 58 35 10 1,649.00 16,490.00
873 2024/03/13 2024031301007567 53 38 30 1,647.00 49,410.00
874 2024/03/13 2024031301007526 34 58 30 1,650.00 49,500.00
875 2024/03/13 2024031301007510 43 58 10 1,650.00 16,500.00
876 2024/03/13 2024031301007488 58 58 50 1,650.00 82,500.00
877 2024/03/13 2024031301008061 4 58 352 1,650.00 580,800.00
878 2024/03/13 2024031301008019 51 58 16 1,650.00 26,400.00
879 2024/03/13 2024031301007938 54 58 50 1,650.00 82,500.00
880 2024/03/13 2024031301007856 48 58 50 1,650.00 82,500.00
881 2024/03/13 2024031301007761 58 42 8 1,650.00 13,200.00
882 2024/03/13 2024031301007626 34 58 50 1,650.00 82,500.00
883 2024/03/13 2024031301008221 4 45 16 1,660.00 26,560.00
884 2024/03/13 2024031301008220 4 45 50 1,660.00 83,000.00
885 2024/03/13 2024031301008219 4 14 25 1,660.00 41,500.00
886 2024/03/13 2024031301008123 54 56 29 1,651.00 47,879.00
887 2024/03/13 2024031301008091 4 14 10 1,650.00 16,500.00
888 2024/03/13 2024031301008062 4 13 30 1,650.00 49,500.00
889 2024/03/13 2024031301008358 13 58 59 1,660.00 97,940.00
890 2024/03/13 2024031301008356 44 53 100 1,661.00 166,100.00
891 2024/03/13 2024031301008350 13 48 41 1,660.00 68,060.00
892 2024/03/13 2024031301008349 4 48 159 1,660.00 263,940.00
893 2024/03/13 2024031301008328 4 53 100 1,660.00 166,000.00
894 2024/03/13 2024031301008222 4 45 50 1,660.00 83,000.00
895 2024/03/13 2024031301008431 13 53 30 1,652.00 49,560.00
896 2024/03/13 2024031301008421 45 53 20 1,650.20 33,004.00
897 2024/03/13 2024031301008420 14 53 30 1,651.00 49,530.00
898 2024/03/13 2024031301008419 13 53 40 1,651.00 66,040.00
899 2024/03/13 2024031301008418 89 53 10 1,651.10 16,511.00
900 2024/03/13 2024031301008359 14 58 30 1,660.00 49,800.00
901 2024/03/13 2024031301006689 45 53 100 1,665.00 166,500.00
902 2024/03/13 2024031301006673 45 53 200 1,665.00 333,000.00
903 2024/03/13 2024031301006665 44 35 10 1,669.00 16,690.00
904 2024/03/13 2024031301006648 38 25 30 1,670.00 50,100.00
905 2024/03/13 2024031301006644 86 55 7 1,665.00 11,655.00
906 2024/03/13 2024031301006643 86 53 43 1,665.00 71,595.00
907 2024/03/13 2024031301005089 1 40 19 1,660.00 31,540.00
908 2024/03/13 2024031301005082 56 40 10 1,660.00 16,600.00
909 2024/03/13 2024031301005038 58 26 10 1,662.00 16,620.00
910 2024/03/13 2024031301005035 44 25 5 1,660.00 8,300.00
911 2024/03/13 2024031301005254 19 6 10 1,660.00 16,600.00
912 2024/03/13 2024031301005242 42 34 50 1,662.00 83,100.00
913 2024/03/13 2024031301005209 21 34 10 1,662.00 16,620.00
914 2024/03/13 2024031301005178 58 34 10 1,662.00 16,620.00
915 2024/03/13 2024031301005177 58 26 20 1,662.00 33,240.00
916 2024/03/13 2024031301005106 19 40 71 1,660.00 117,860.00
917 2024/03/13 2024031301005375 58 35 10 1,662.00 16,620.00
918 2024/03/13 2024031301005332 58 34 10 1,662.00 16,620.00
919 2024/03/13 2024031301005331 10 39 15 1,660.10 24,901.50
